Y,X0
116.63971917902091,10.053309931585076
119.30118380511763,10.108431983759802
123.62250465542827,10.13520872128569
120.6183681425446,10.301530678545383
121.73978533687581,10.394982111406318
129.94375271331413,10.411979392776177
130.910071026502,10.659172585541835
127.82392268325688,10.735326890271407
132.4188065948261,10.784900549568842
133.58514525498168,10.798762104581808
135.7973354406156,10.899777953384632
133.16573733209182,10.930478111007652
133.37424108539636,10.94785342378303
132.54272660509469,10.96189388375789
136.66092399625745,10.971743666354786
130.93857543649176,11.078214619707648
130.87597565827232,11.23966463818936
130.9329089780619,11.24440908150516
135.143680051003,11.261973337583584
133.51697586135495,11.29308132177958
142.4509730374927,11.537581086457726
140.7861745438314,11.565514545319285
136.81767669691328,11.734806391409439
147.2846200201743,11.940385001681191
145.35410021949005,11.946175018290837
142.37341517025223,11.94778459752102
142.66587287289434,11.972156072741196
146.65766945662529,12.054805788052107
144.3207315891859,12.110060965765491
144.64864482224334,12.220720401853612
148.92460245272417,12.243716871060347
150.82341978796615,12.568618315663844
151.95109082524215,12.662590902103512
146.99849517018052,12.66654126418171
153.0746632344379,12.839555269536492
157.21095795526307,12.850913162938589
151.29117565540275,13.024264637950228
155.41811625732822,13.368176354777352
164.25972210187942,13.438310175156618
166.61218077032805,13.46768173086067
163.66018904924638,13.721682420770533
169.3998415494267,13.783320129118891
162.51984880229662,13.79332073352472
162.4392992146183,13.86994160121819
172.43102258387495,13.952585215322912
167.41561169847128,14.03463430820594
170.98626199946312,14.248855166621926
171.29580800097895,14.274650666748245
173.12883155150294,14.344069295958578
169.17468762675713,14.347890635563093
173.27040399903981,14.355866999919984
175.03966055220062,14.419971712683385
176.31700276068338,14.526416896723616
177.72630108052266,14.643858423376887
179.36501596889914,14.697084664074929
172.04689938140262,14.753908281783552
172.04780955322775,14.753984129435647
181.1557931036446,14.762982758637051
183.90105799020947,14.908421499184122
180.99115121982095,14.999262601651745
182.64950536934697,15.054125447445582
176.8576623105867,15.07147185921556
177.70795268870313,15.142329390725262
188.77055638793985,15.397546365661654
187.1206056085564,15.426717134046365
187.42972892842832,15.535810744035693
193.0330368153073,15.669419734608942
189.84380946314525,15.820317455262103
198.84372536859894,16.15364378071658
193.19427002149456,16.182855835124546
197.28967016899108,16.190805847415923
190.01711829736496,16.251426524780413
199.38579730538947,16.44881644211579
201.78244482978312,16.481870402481928
203.44483956518783,16.537069963765653
203.37811475525857,16.864842896271547
199.22477920199793,16.93539826683316
199.88312408169736,16.990260340141447
211.13131464750862,17.17760955395905
208.6235287701105,17.30196073084254
210.79938328784314,17.399948607320262
208.41349328604915,17.451124440504096
211.36809292095552,17.697341076746294
209.63481654041027,17.71956804503419
209.13315377732923,17.844429481444102
212.98193541938008,17.91516128494834
217.55826083348498,17.963188402790415
220.3327140745176,18.194392839543134
221.9981813177021,18.333181776475175
220.30608845954632,18.358840704962194
225.3422729319962,18.36185607766635
223.32383931604448,18.526986609670374
224.19859492710495,18.59988291059208
219.85277136251088,18.737730946875907
223.952905937584,18.746075494798667
233.813589326565,19.23446577721375
229.39798093416672,19.449831744513894
238.88163318771115,19.656802765642595
240.23621539712627,19.769684616427188
241.64234669442124,19.970195557868436
